,Unnamed: 0,itemID_1,itemID_2,isDuplicate,generationMethod,d_price,d_categoryID,d_title,d_len_title,d_description,d_len_description,d_locationID,d_attrsJSON,d_len_attrsJSON,d_metroID,d_images,d_len_images,d_len_keys_attr,attr_keys1,attr_keys2
53,1452389,1713128,4500255,0,1,0.076923076923076927,,False,0.5714285714285714,False,0.019768234492160874,True,False,0.05,True,True,0,0,1,1
54,1055209,1184438,3175303,0,3,0.37530266343825663,,False,0.011764705882352941,False,0.1811339688911189,True,False,0.043478260869565216,False,False,0.2631578947368421,0.1111111111111111,8,10
55,291642,302334,1224031,1,1,0.7142857142857143,,False,0.10526315789473684,False,0.4881889763779528,True,True,0,False,False,0.3333333333333333,0,1,1
56,2901060,5043198,5574197,0,3,0.84615384615384615,,False,0.25925925925925924,False,0.2672672672672673,True,False,0.17777777777777778,False,True,0,0,1,1
57,275925,285344,3155565,0,3,0.6470588235294118,,False,0.3333333333333333,False,0.3264887063655031,True,True,0,False,False,0.1111111111111111,0,1,1
58,1112414,1257173,2462602,1,1,0,,False,0.14728682170542637,False,0.5497630331753555,True,True,0,True,True,0,0,2,2
59,2414807,3415151,4319367,1,1,0.043478260869565216,,False,0.2815533980582524,False,0.24008350730688935,True,True,0,False,True,0,0,2,2
60,599601,640461,4308585,0,3,0.11607142857142858,,False,0.425531914893617,False,0.1569650742673625,True,True,0,True,True,0,0,2,2
61,997103,1111106,4067557,0,3,0,,False,0.05714285714285714,False,0.04909560723514212,False,True,0,False,True,0,0,1,1
62,2585493,3846620,5113945,1,1,0.18518518518518517,,False,0.8461538461538461,False,0.11317469529889727,True,True,0,False,False,0.6666666666666666,,,
63,295377,306420,2011384,0,1,0.38461538461538464,,False,0.07407407407407407,False,0.4524714828897338,True,True,0,True,True,0,0,1,1
64,2108747,2775826,5271178,1,1,0.0095238095238095247,,True,0,False,0.01834862385321101,True,False,0.25680159256801594,False,True,0,0.23076923076923078,24,15
65,2082022,2726058,5852916,1,1,0,,False,0,False,0.08314087759815242,True,False,0.012903225806451613,False,True,0,0,3,3
66,53489,54957,1625960,0,1,0,,True,0,False,0.0033149171270718232,True,True,0,False,True,0,0,2,2
67,1811326,2258090,3158372,1,1,0,,False,0.047619047619047616,False,0.08860759493670886,True,True,0,False,True,0,0,6,6
68,2667808,4088713,5893792,1,1,0,,True,0,False,0.11096774193548387,True,False,0.06529591553209224,False,True,0,0.05263157894736842,45,50
69,53945,55384,1085582,0,3,0.95530726256983245,,False,0.07368421052631578,False,0.6155268022181146,True,False,0.07641196013289037,False,True,0,0.2,2,3
70,320276,333079,360574,1,2,0,,False,0.2,False,0.17985611510791366,True,True,0,False,True,0,0,3,3
71,2834974,4707131,5181378,1,1,0,,False,0.05555555555555555,False,0.05179282868525897,True,True,0,False,True,0,0,1,1
72,2679665,4125845,4357621,0,3,0.40000000000000002,,False,0.12903225806451613,False,0.017045454545454544,True,False,0.08303249097472924,False,True,0,0,3,3
73,2087674,2736422,2963453,0,3,0.41176470588235292,,False,0.2903225806451613,False,0.47368421052631576,True,False,0.07109004739336493,True,True,0,0,2,2
74,643479,690025,4462651,0,1,0.46100667070952095,,False,0.038461538461538464,False,0.08843537414965986,True,True,0,True,True,0,0,1,1
75,2352121,3272457,3506143,0,3,0.33333333333333331,,False,0.012048192771084338,False,0.14397496087636932,False,False,0.03346203346203346,False,False,0.25,0.023255813953488372,21,22
76,858321,943091,4152046,0,1,0.1434108527131783,,True,0,False,0,True,False,0.005934718100890208,False,True,0,0,9,9
77,1516527,1806374,4758611,0,1,0.04807692307692308,,False,0.14606741573033707,False,0.12742382271468145,True,False,0.06103286384976526,False,True,0,0,2,2
78,1556672,1865367,2259840,0,1,0,,False,0.4608695652173913,False,0.19623655913978494,True,True,0,True,False,0.6666666666666666,0,1,1
79,1936444,2466802,5534284,0,3,0.41414141414141414,,False,0.1506849315068493,False,0.755119825708061,True,True,0,False,False,0.14285714285714285,0,2,2
80,1066345,1198178,2617045,0,3,0.48148148148148145,,False,0.13513513513513514,False,0.22935779816513763,True,True,0,False,True,0,,,
81,1984535,2550823,3339850,1,1,0,,True,0,False,0.02857142857142857,True,True,0,False,False,0.2,0,8,8
82,1282721,1479657,4476988,0,1,0.076923076923076927,,False,0.0967741935483871,False,0.11724137931034483,True,True,0,True,False,0.14285714285714285,0,6,6
83,2884445,4949524,5049116,0,3,0.25205684367988035,,False,0.11627906976744186,False,0.10270270270270271,True,False,0.14754098360655737,False,False,0.3333333333333333,0,1,1
84,2190491,2932146,3324298,0,1,0.0025062656641604009,,False,0.34285714285714286,False,0.09796999117387467,True,True,0,False,True,0,0,3,3
85,1171826,1334079,5599641,0,1,0,,True,0,True,0,True,False,0.03202846975088968,False,True,0,0,9,9
86,1020020,1139487,3979852,0,1,0.20000000000000001,,False,0.1650485436893204,False,0.18110236220472442,True,True,0,False,False,0.2,0,1,1
88,861191,946450,2061142,0,1,0,,False,0.012987012987012988,False,0.01078167115902965,True,True,0,True,False,1.0,0,1,1
89,1242438,1426050,5049648,0,1,0,,False,0.5636363636363636,False,0.24444444444444444,True,True,0,False,True,0,0,3,3
90,892492,984381,2373558,1,1,0,,False,0.09523809523809523,False,0.8048109965635739,True,False,0.022222222222222223,True,True,0,0,1,1
91,2603452,3896655,4465370,0,3,0.062626262626262627,,True,0,True,0,True,False,0.00425531914893617,False,False,0.3333333333333333,0,13,13
92,2063896,2693008,3483745,0,3,0.068592057761732855,,False,0.18333333333333332,False,0.004955401387512388,True,True,0,False,True,0,0,1,1
93,1067584,1199755,4929653,1,1,0.125,,False,0.014492753623188406,True,0,True,True,0,True,False,0.1111111111111111,0,2,2
96,2444807,3486230,3825425,0,1,0.14285714285714285,,True,0,False,0.19940476190476192,True,False,0.012254901960784314,False,True,0,0,9,9
97,2724399,4274100,5486853,0,1,0,,False,0,False,0.189010989010989,True,False,0.0031746031746031746,True,False,0.25,0,3,3
98,116356,119324,3876096,0,1,0.125,,False,0.009900990099009901,False,0.25609756097560976,True,True,0,True,False,0.6,0,1,1
99,68526,70562,4155110,0,1,0.17464046477665957,,False,0,False,0.19014084507042253,True,True,0,False,False,0.2,0,1,1
100,2024863,2623015,3386945,0,3,0,,False,0.18181818181818182,False,0.5030791094268119,False,False,0.06329113924050633,False,True,0,0,4,4
101,513412,544087,889918,1,1,0,,False,0,False,0.3557312252964427,True,False,0.39145299145299145,True,True,0,0.42857142857142855,25,10
103,600011,640863,2544570,0,3,0.42372881355932202,,False,0.08411214953271028,False,0.39705882352941174,True,False,0.022950819672131147,True,False,0.14285714285714285,0,3,3
104,212003,217798,4778899,0,1,0.25,,True,0,False,0.23728813559322035,True,False,0.019867549668874173,True,False,0.3333333333333333,0,3,3
105,350382,365491,4091934,0,1,0.35970333745364647,,False,0.07317073170731707,False,0.008220631132325643,True,True,0,True,False,0.25,0,1,1
106,1204133,1376072,1689376,0,1,0.125,,False,0.09554140127388536,False,0.07,True,True,0,False,False,0.3333333333333333,0,3,3
107,1237491,1420043,3997940,1,1,0.1111111111111111,,False,0.13580246913580246,False,0.14220183486238533,False,True,0,False,True,0,0,1,1
108,163767,168105,2186228,1,1,0.17647058823529413,,False,0.23076923076923078,False,0.7802197802197802,True,False,0.0668229777256741,True,False,0.3333333333333333,0.1,9,11
109,483880,510589,2687300,0,1,0,,False,0.03488372093023256,False,0.06277056277056277,True,True,0,True,True,0,0,1,1
111,25550,26735,2370312,0,3,0.18705035971223022,,False,0.17647058823529413,False,0.7939584424655143,True,True,0,True,False,0.1111111111111111,0,1,1
112,2222003,2995955,4803475,1,2,0,,True,0,False,0.08304891922639362,False,False,0.032679738562091505,False,False,0.2,0,5,5
113,2087937,2736900,2957170,0,3,0.0625,,False,0.11764705882352941,False,0,True,True,0,True,True,0,0,1,1
114,277701,287202,1334152,0,1,0.40000000000000002,,False,0.014084507042253521,False,0.057208237986270026,True,True,0,True,False,0.2,0,1,1
115,710026,767363,893140,0,3,0.5,,False,0.21739130434782608,False,0.4098360655737705,True,False,0.05844155844155844,True,False,0.25,0,3,3
116,2212078,2975840,5592651,1,1,0,,True,0,False,0.3277310924369748,False,False,0,False,True,0,0,16,16
117,1310833,1517968,3960280,0,1,0.042553191489361701,,False,0.006993006993006993,False,0.0718232044198895,True,True,0,True,True,0,0,1,1
119,490333,518027,5287393,0,3,0.82926829268292679,,False,0.09090909090909091,False,0.46938775510204084,True,False,0.02456140350877193,False,False,0.3333333333333333,0,3,3
120,2817478,4630781,5119068,0,1,0.33915211970074816,,False,0.19658119658119658,False,0.056179775280898875,True,True,0,True,True,0,0,1,1
121,907610,1002105,3909640,0,1,0.085714285714285715,,False,0.030303030303030304,False,0.15705311250713877,True,False,0.012987012987012988,False,False,0.5,0,3,3
122,1841353,2306443,4255696,0,3,0.625,,False,0,False,0.556910569105691,False,False,0.009259259259259259,False,False,0.8181818181818182,0,8,8
123,1233349,1414683,2113869,0,1,0.25,,False,0.08695652173913043,False,0.2631578947368421,True,True,0,True,True,0,,,
124,1686452,2061688,4720996,0,3,0.81818181818181823,,False,0.18181818181818182,False,0.015902712815715623,False,True,0,False,False,0.42857142857142855,0,1,1
125,2532974,3705507,4547526,1,1,0,,True,0,False,0.013871374527112233,True,True,0,False,True,0,0,1,1
126,1337336,1554213,5710764,0,3,0.016949152542372881,,False,0.13924050632911392,False,0.15228426395939088,True,True,0,False,False,0.25,0,1,1
127,2877458,4911469,5291535,0,1,0.13043478260869565,,False,0.7391304347826086,False,0.6610169491525424,True,True,0,True,True,0,0,3,3
128,2868574,4866145,5412693,0,1,0.14285714285714285,,True,0,False,0.26356589147286824,True,True,0,True,True,0,0,3,3
129,841885,924109,5741163,0,1,0.32075471698113206,,False,0.12280701754385964,False,0.04583791712504584,True,False,0.4676258992805755,False,True,0,0.3333333333333333,2,1
131,1222042,1400249,2629970,1,1,0,,False,0.2079207920792079,False,0.02240325865580448,True,False,0.10157068062827225,False,True,0,0.05263157894736842,9,10
132,2201861,2954928,5101419,0,1,0.2857959416976279,,False,0.12,False,0.0072992700729927005,True,True,0,True,False,0.6,0,1,1
133,133474,137297,4995473,1,3,0.048387096774193547,,False,0.125,False,0.013605442176870748,True,True,0,True,True,0,0,3,3
134,1080723,1216779,2209257,1,1,0.032258064516129031,,True,0,False,0.3456221198156682,True,True,0,False,True,0,0,1,1
135,1155585,1312847,2239546,0,3,0.620253164556962,,False,0.23809523809523808,False,0.2596899224806202,False,False,0,False,False,0.14285714285714285,0,4,4
136,1035979,1159930,2335900,0,3,0.21739130434782608,,False,0.5833333333333334,False,0.9551020408163265,True,False,0.16363636363636364,False,False,0.3333333333333333,0,1,1
137,142577,146275,5119230,0,3,0.59999999999999998,,False,0.08333333333333333,False,0.3697478991596639,False,True,0,False,False,0.3333333333333333,0,1,1
138,1298927,1501553,3175789,0,1,0.10112359550561797,,False,0.0070921985815602835,False,0.3453273363318341,True,True,0,True,False,0.2,0,1,1
139,2380884,3338256,4635506,0,1,0.11823135632609368,,False,0.0072992700729927005,False,0.01188284518828452,True,True,0,True,False,0.1111111111111111,0,1,1
140,1195571,1364969,4341543,1,1,0,,True,0,False,0,True,True,0,False,True,0,0,1,1
141,2891510,4987547,5297417,1,1,0,,False,0.5510204081632653,False,0.0016750418760469012,True,True,0,False,False,0.3333333333333333,,,
142,415242,435174,2464780,0,1,0.1111111111111111,,True,0,False,0.0641025641025641,True,False,0.09271523178807947,False,False,0.3333333333333333,0,3,3
143,2506484,3637627,4594041,0,3,0.052631578947368418,,False,0.35714285714285715,False,0.26666666666666666,True,False,0.0035335689045936395,False,True,0,0,3,3
145,1350744,1572464,4627188,0,3,0.1111111111111111,,False,0.12,False,0.12359550561797752,True,True,0,False,False,0.3333333333333333,0,2,2
146,2679980,4126976,5866049,1,1,0,,False,0.15151515151515152,False,0.17107093184979139,True,True,0,False,False,0.25,0,3,3
147,2450329,3499364,5244483,1,2,0.058823529411764705,,False,0.4090909090909091,False,0.1653363740022805,True,False,0.5282051282051282,True,False,0.14285714285714285,0.5,1,3
148,2269706,3094286,4511889,0,3,0.42775393419170243,,False,0.058823529411764705,False,0.26672950047125354,True,False,0.08650519031141868,True,False,0.14285714285714285,0,3,3
149,2061832,2689459,5286874,0,3,0,,False,0.46788990825688076,False,0.4834080717488789,False,True,0,False,False,0.42857142857142855,0,1,1
150,177903,182928,5998774,1,1,0.20000000000000001,,True,0,False,0.109375,True,True,0,False,True,0,0,1,1
151,435967,457156,984661,1,1,0,,False,0.28888888888888886,False,0.0755336617405583,False,True,0,False,False,0.3333333333333333,0,1,1
152,2646408,4023345,4490575,0,1,0.20000000000000001,,False,0.08609271523178808,False,0.0014005602240896359,True,True,0,True,True,0,0,1,1
154,2427479,3445441,6038935,1,1,0,,False,0.23404255319148937,False,0.2222222222222222,True,False,0,False,True,0,0,3,3
155,2518497,3668276,4297123,1,2,0.43804755944931162,,False,0.1650485436893204,False,0.23202301054650049,True,True,0,False,True,0,0,1,1
156,509261,539388,2935575,0,1,0.012987012987012988,,False,0.027522935779816515,True,0,True,True,0,False,True,0,0,1,1
157,1388959,1624018,3581800,0,1,0.14285714285714285,,False,0.08029197080291971,False,0.45081967213114754,True,True,0,True,True,0,0,1,1
158,2032810,2636967,3083515,1,2,0.024930747922437674,,True,0,False,0.11878787878787879,True,False,0.31086577571179547,False,False,0.05263157894736842,0.36,34,16
159,2159819,2872622,3057814,0,3,0.81060606060606055,,False,0.02040816326530612,False,0.4640394088669951,True,False,0.21367521367521367,False,False,0.5,0,1,1
160,2725210,4276953,4375372,1,1,0,,False,0.04,False,0.0012642225031605564,True,True,0,False,True,0,0,1,1
161,2727302,4284313,4810264,1,1,0,,False,0.023255813953488372,False,0.31333333333333335,False,True,0,False,True,0,0,2,2
162,326450,339601,1127969,0,1,0.052631578947368418,,True,0,False,0.007633587786259542,True,True,0,False,True,0,0,2,2
163,2747778,4356745,6006381,0,1,0.047619047619047616,,True,0,False,0.03993055555555555,True,False,0.10892116182572614,False,False,0.3333333333333333,0.125,27,21
164,2629725,3973226,4186022,0,1,0.25,,True,0,False,0.2422360248447205,True,True,0,False,True,0,0,3,3
165,2427541,3445557,4263270,0,1,0.20000000000000001,,False,0.07692307692307693,False,0.22580645161290322,True,True,0,True,True,0,0,1,1
166,1972016,2529261,4766981,0,3,0.25,,False,0.09278350515463918,False,0.5235955056179775,True,True,0,False,False,0.2,0,1,1
167,1988871,2558769,5002709,1,1,8.3340278356529705e-05,,False,0.09090909090909091,False,0.4106280193236715,True,True,0,True,True,0,0,6,6
168,1636895,1986175,3397717,1,1,0.052631578947368418,,False,0.20754716981132076,False,0.16149068322981366,True,True,0,True,False,0.14285714285714285,0,1,1
169,1791831,2226785,4904676,1,1,0,,False,0.14285714285714285,False,0.13793103448275862,True,True,0,True,False,0.5,0,1,1
171,924395,1022030,4013554,1,2,0,,False,0.3695652173913043,False,0.1902834008097166,True,True,0,False,True,0,0,3,3
172,818069,895242,3821313,0,3,0.81818181818181823,,False,0.04918032786885246,False,0.518840579710145,True,False,0.15018315018315018,True,True,0,0,3,3
173,1759618,2175484,2962837,1,1,0.022727272727272728,,True,0,False,0.7298850574712644,True,False,0.4055468341182627,False,False,0.3333333333333333,0.4230769230769231,15,37
174,2036559,2643827,3172771,1,1,0.043478260869565216,,False,0.017857142857142856,False,0.3011777902411666,True,False,0.171875,False,False,0.3333333333333333,0,1,1
175,2413651,3412355,5956763,0,1,0.25,,False,0.05128205128205128,False,0.022332506203473945,True,True,0,True,True,0,0,3,3
176,1347381,1568020,5456927,0,1,0.15625,,False,0.17894736842105263,False,0.948051948051948,True,True,0,True,False,1.0,0,3,3
178,1810019,2255913,2747233,0,1,3.8463017808377244e-05,,False,0.03816793893129771,False,0.0014367816091954023,True,True,0,False,True,0,,,
179,1206746,1379452,3303808,1,1,0.42857142857142855,,False,0.3584905660377358,False,0.15560640732265446,True,True,0,False,False,0.25,0,1,1
180,1119079,1265938,4168826,0,1,0.59999999999999998,,False,0.358974358974359,False,0.2897196261682243,True,True,0,False,False,0.2,0,3,3
181,1870573,2355831,3935758,0,3,0.20000000000000001,,False,0.25675675675675674,False,0.10526315789473684,True,True,0,False,True,0,0,2,2
182,2819310,4638792,5532163,0,1,0,,False,0.07575757575757576,False,0.3012589928057554,True,True,0,True,False,0.14285714285714285,0,2,2
183,121017,124051,2057247,0,1,0.011547344110854504,,False,0.017543859649122806,False,0.1148404080289569,True,True,0,True,False,1.0,,,
184,2408856,3401430,3578832,1,1,0.015544041450777202,,False,0.09375,False,0.005555555555555556,True,True,0,False,False,0.3333333333333333,,,
185,604991,646769,1337992,0,1,0.027355623100303952,,False,0.22330097087378642,False,0.09444072337575352,False,False,0.05,False,False,0.25,0,1,1
186,1220246,1397859,4602637,0,1,0.64835164835164838,,False,0.14,False,0.437125748502994,True,True,0,True,True,0,0,1,1
187,1794471,2231131,4446656,0,3,0.67441860465116277,,False,0.24675324675324675,False,0.010252904989747095,True,True,0,True,True,0,0,1,1
188,1749426,2159302,2963599,1,1,0.030321406913280776,,False,0.022556390977443608,False,0,True,True,0,False,True,0,0,1,1
190,240006,246938,3187114,1,1,0.33333333333333331,,True,0,False,0.25161290322580643,True,False,0.037037037037037035,False,True,0,0,3,3
191,1422253,1671082,3879151,0,1,0,,False,0.05454545454545454,False,0.002617801047120419,True,True,0,False,False,0.2,0,1,1
192,1722095,2116532,4002772,1,1,0.040000000000000001,,False,0.15151515151515152,False,0.08408408408408409,True,True,0,False,True,0,0,1,1
193,2368768,3309879,4943672,1,1,0.052631578947368418,,True,0,False,0.40492957746478875,True,True,0,False,False,1.0,0,9,9
194,1835524,2297541,6057422,1,1,0,,True,0,False,0.14910084224903256,True,True,0,False,True,0,0,1,1
195,2163442,2879405,5444256,0,3,0.45454545454545453,,False,0.11290322580645161,False,0.6386138613861386,True,True,0,True,True,0,0,1,1
196,1089048,1227466,2446856,1,1,0,,False,0.010752688172043012,False,0.3150684931506849,True,True,0,False,True,0,0,2,2
199,168407,173180,4537207,1,3,0.10526315789473684,,False,0.028985507246376812,False,0.004219409282700422,True,True,0,True,False,0.14285714285714285,0,1,1
200,444922,466969,1985277,1,1,0,,True,0,True,0,True,False,0,True,True,0,0,9,9
201,1111536,1256043,3870493,0,1,0.68421052631578949,,False,0.12195121951219512,False,0.2,True,True,0,True,False,0.6,0,3,3
202,2762011,4409630,6047945,0,3,0.076887572598946116,,False,0.24770642201834864,False,0.4246575342465753,True,True,0,False,True,0,0,1,1
204,910867,1005999,4793153,1,3,0,,True,0,False,0,True,False,0.07987220447284345,False,True,0,0,9,9
205,1777022,2203260,5038537,0,1,0,,False,0.3761467889908257,False,0.028767123287671233,True,True,0,False,True,0,0,2,2
206,1032718,1155651,2058097,0,1,0,,False,0.19696969696969696,False,0.17180616740088106,True,True,0,True,False,0.2,0,3,3
208,1455796,1718236,2475683,1,1,0,,False,0.38461538461538464,False,0.0015128593040847202,True,True,0,False,True,0,0,1,1
209,2684666,4142052,4534174,1,1,0.0054001459498905372,,False,0.13333333333333333,False,0.18637274549098196,True,True,0,True,False,1.0,0,1,1
210,1165696,1326098,3205563,0,3,0.79844961240310075,,False,0.125,False,0.7025948103792415,False,True,0,False,True,0,0,1,1
211,1200444,1371320,5337453,1,1,0.005076142131979695,,False,0.1827956989247312,False,0.28451882845188287,True,True,0,True,False,0.3333333333333333,0,1,1
212,1406792,1649026,2636480,0,1,0.33333333333333331,,False,0.16666666666666666,False,0.33047210300429186,True,True,0,False,True,0,0,3,3
213,459010,482798,4273533,1,1,0,,True,0,False,0.5394736842105263,True,False,0.04,False,False,0.8,0.037037037037037035,13,14
214,142689,146388,1503726,0,1,0.055555555555555552,,False,0.3939393939393939,False,0.3246414602346806,True,True,0,False,False,0.14285714285714285,0,1,1
215,349163,364198,1690933,1,1,0,,False,0.16049382716049382,True,0,True,True,0,False,True,0,0,1,1
216,617149,660142,2202467,0,1,0,,False,0.28205128205128205,False,0.288135593220339,True,True,0,False,True,0,0,3,3
217,2249280,3051661,3893525,0,1,0.48148148148148145,,True,0,False,0.18620689655172415,True,True,0,False,False,0.3333333333333333,0,1,1
218,2723679,4271925,5817285,1,1,0.0051016523262011728,,False,0,True,0,True,True,0,True,True,0,,,
219,2524055,3682015,4042347,0,3,0.20043652237177156,,False,0,False,0.30019880715705766,True,False,0.017921146953405017,False,False,1.0,0,8,8
220,348717,363666,1074600,0,1,0.20048019207683074,,False,0.43283582089552236,False,0.8624338624338624,True,True,0,False,False,0.3333333333333333,0,1,1
221,2036146,2642984,2934320,0,1,0,,True,0,False,0.5647058823529412,True,False,0.001215066828675577,False,False,1.0,0,9,9
224,2858020,4814526,4888742,0,3,0.20000000000000001,,False,0.23076923076923078,False,0.36363636363636365,True,False,0,True,False,0.3333333333333333,0,3,3
225,298071,309074,3725150,0,3,0.21212121212121213,,False,0.3798449612403101,False,0.735191637630662,True,True,0,False,False,0.3333333333333333,0,1,1
226,1655160,2013379,2208366,1,2,0,,True,0,False,0.051094890510948905,True,True,0,False,True,0,0,1,1
